Air Pollutant,Air Pollutant Description,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,Province,Quality
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,21.957,ug/m3,Traffic,Urban,-0.418,39.509,25.000,Valencia,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,12.147,ug/m3,Traffic,Suburban,-2.619,42.518,480.000,Araba/Alava,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,13.142,ug/m3,Traffic,Urban,-8.531,42.888,260.000,A Coruna,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,23.222,ug/m3,Traffic,Urban,-8.421,43.367,35.000,A Coruna,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,11.362,ug/m3,Industrial,Suburban,-8.472,43.187,340.000,A Coruna,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,20.854,ug/m3,Traffic,Urban,-8.243,43.481,5.000,A Coruna,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,15.370,ug/m3,Traffic,Urban,-3.645,40.540,671.000,Madrid,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,22.115,ug/m3,Background,Suburban,-0.683,38.242,44.000,Alicante/Alacant,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,17.181,ug/m3,Industrial,Rural,-2.239,42.440,336.000,La Rioja,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,20.376,ug/m3,Traffic,Urban,-2.668,42.856,518.000,Araba/Alava,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,12.884,ug/m3,Background,Suburban,-3.503,40.600,721.000,Madrid,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,23.374,ug/m3,Background,Suburban,-3.478,40.450,581.000,Madrid,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,11.081,ug/m3,Background,Urban,-4.136,43.012,850.000,Cantabria,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,12.373,ug/m3,Background,Rural,-2.155,43.251,225.000,Gipuzkoa,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,26.082,ug/m3,Industrial,Suburban,-4.089,38.682,685.000,Ciudad Real,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,20.977,ug/m3,Background,Urban,-17.120,28.099,20.000,Santa Cruz de Tenerife,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,19.090,ug/m3,Industrial,Urban,-16.263,28.458,68.000,Santa Cruz de Tenerife,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,10.631,ug/m3,Industrial,Urban,-16.278,28.451,183.000,Santa Cruz de Tenerife,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,22.327,ug/m3,Industrial,Suburban,2.066,41.382,85.000,Barcelona,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,22.236,ug/m3,Background,Suburban,-15.521,28.111,226.000,Las Palmas,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,16.212,ug/m3,Industrial,Urban,-15.416,28.030,90.000,Las Palmas,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,16.539,ug/m3,Background,Rural,2.688,39.679,172.000,Illes Balears,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,16.343,ug/m3,Background,Rural,3.145,39.835,15.000,Illes Balears,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,24.029,ug/m3,Background,Urban,-5.671,43.517,51.000,Asturias,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,18.587,ug/m3,Traffic,Urban,-5.587,42.604,838.000,Leon,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,12.543,ug/m3,Background,Urban,-6.360,39.473,389.000,Caceres,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,23.490,ug/m3,Traffic,Urban,-0.472,38.359,45.000,Alicante/Alacant,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,12.340,ug/m3,Industrial,Suburban,-0.514,38.351,20.000,Alicante/Alacant,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,15.313,ug/m3,Industrial,Suburban,-8.150,43.520,20.000,A Coruna,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,21.573,ug/m3,Background,Suburban,-3.877,40.324,650.000,Madrid,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,20.661,ug/m3,Industrial,Suburban,1.664,41.321,170.000,Barcelona,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,32.396,ug/m3,Industrial,Urban,-13.849,28.506,15.000,Las Palmas,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,25.218,ug/m3,Background,Urban,-3.834,40.342,693.000,Madrid,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,14.693,ug/m3,Traffic,Suburban,-0.408,39.481,11.000,Valencia,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,22.102,ug/m3,Background,Suburban,-3.591,40.033,512.000,Madrid,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,23.145,ug/m3,Traffic,Urban,-1.961,43.322,23.000,Gipuzkoa,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,20.732,ug/m3,Industrial,Rural,-2.059,42.340,380.000,La Rioja,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,19.297,ug/m3,Background,Suburban,-3.869,40.446,722.000,Madrid,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,16.251,ug/m3,Background,Rural,-1.869,38.115,1.000,Murcia,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,16.257,ug/m3,Background,Urban,-1.984,43.303,88.000,Gipuzkoa,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,13.460,ug/m3,Background,Rural,-2.703,43.406,116.000,Bizkaia,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,16.188,ug/m3,Background,Suburban,-5.566,42.575,814.000,Leon,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,21.877,ug/m3,Traffic,Urban,-3.688,40.466,729.000,Madrid,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,24.845,ug/m3,Background,Urban,2.204,41.404,3.000,Barcelona,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,23.220,ug/m3,Industrial,Suburban,-4.909,41.316,721.000,Valladolid,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,17.845,ug/m3,Industrial,Suburban,-6.585,42.543,541.000,Leon,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,19.655,ug/m3,Background,Suburban,2.622,39.565,117.000,Illes Balears,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,15.195,ug/m3,Traffic,Urban,-5.746,41.510,720.000,Zamora,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,20.858,ug/m3,Industrial,Urban,-3.841,43.421,10.000,Cantabria,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,20.541,ug/m3,Industrial,Suburban,-3.842,43.404,16.000,Cantabria,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,10.248,ug/m3,Industrial,Rural,-0.091,40.637,1150.000,Castellon/Castello,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,24.925,ug/m3,Industrial,Suburban,2.187,41.375,1.000,Barcelona,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,10.694,ug/m3,Industrial,Rural,-5.639,42.716,900.000,Leon,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,17.330,ug/m3,Background,Urban,-3.636,42.336,929.000,Burgos,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,19.541,ug/m3,Background,Urban,2.148,41.426,136.000,Barcelona,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,17.686,ug/m3,Industrial,Suburban,-17.776,28.668,245.000,Santa Cruz de Tenerife,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,22.135,ug/m3,Industrial,Urban,-2.917,42.684,471.000,Burgos,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,23.165,ug/m3,Background,Suburban,-5.596,43.276,262.000,Asturias,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,14.769,ug/m3,Industrial,Suburban,-3.074,43.321,136.000,Bizkaia,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,11.183,ug/m3,Background,Rural,-5.090,43.041,1140.000,Leon,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,10.846,ug/m3,Industrial,Suburban,-7.432,43.684,100.000,Lugo,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,21.686,ug/m3,Industrial,Urban,-16.277,28.462,158.000,Santa Cruz de Tenerife,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,16.281,ug/m3,Industrial,Urban,-16.262,28.462,67.000,Santa Cruz de Tenerife,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,12.512,ug/m3,Industrial,Rural,-9.119,43.009,198.000,A Coruna,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,14.296,ug/m3,Background,Urban,-7.011,38.888,390.000,Badajoz,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,13.014,ug/m3,Background,Rural,0.734,41.393,488.000,Lleida,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,13.730,ug/m3,Background,Rural,-3.702,40.781,852.000,Madrid,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,14.475,ug/m3,Background,Suburban,-17.772,28.645,208.000,Santa Cruz de Tenerife,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,11.467,ug/m3,Background,Suburban,-6.147,40.078,181.000,Caceres,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,14.349,ug/m3,Background,Suburban,-2.394,42.849,594.000,Araba/Alava,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,10.903,ug/m3,Industrial,Rural,-7.452,42.726,620.000,Lugo,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,19.511,ug/m3,Industrial,Rural,-5.986,43.343,183.000,Asturias,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,9.776,ug/m3,Industrial,Suburban,-0.784,39.427,400.000,Valencia,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,25.805,ug/m3,Traffic,Urban,-5.673,43.530,29.000,Asturias,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,14.282,ug/m3,Background,Rural,-1.281,39.559,804.000,Valencia,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,20.088,ug/m3,Background,Urban,-3.732,40.395,625.000,Madrid,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,16.626,ug/m3,Background,Suburban,-0.336,39.480,7.000,Valencia,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,14.246,ug/m3,Background,Rural,0.373,40.555,181.000,Castellon/Castello,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,12.690,ug/m3,Industrial,Urban,-16.265,28.463,78.000,Santa Cruz de Tenerife,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,25.711,ug/m3,Traffic,Urban,-3.717,40.315,622.000,Madrid,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,20.305,ug/m3,Traffic,Urban,-2.011,43.309,3.000,Gipuzkoa,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,18.070,ug/m3,Industrial,Suburban,-5.624,42.803,945.000,Leon,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,22.610,ug/m3,Industrial,Suburban,2.000,41.401,65.000,Barcelona,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,8.051,ug/m3,Industrial,Rural,-4.827,42.704,1050.000,Palencia,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,9.765,ug/m3,Industrial,Rural,-7.989,43.405,478.000,A Coruna,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,21.517,ug/m3,Industrial,Urban,-2.884,43.241,125.000,Bizkaia,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,19.234,ug/m3,Background,Urban,-3.690,40.501,715.000,Madrid,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,23.829,ug/m3,Background,Suburban,-3.680,40.185,610.000,Madrid,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,21.220,ug/m3,Industrial,Urban,-4.841,42.795,1120.000,Palencia,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,26.520,ug/m3,Background,Urban,2.187,41.387,7.000,Barcelona,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,15.570,ug/m3,Background,Rural,3.028,39.841,25.000,Illes Balears,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,13.555,ug/m3,Background,Suburban,-0.803,38.455,355.000,Alicante/Alacant,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,7.669,ug/m3,Industrial,Suburban,-7.848,43.454,362.000,A Coruna,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,13.946,ug/m3,Background,Suburban,-6.395,38.429,551.000,Badajoz,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,14.147,ug/m3,Industrial,Rural,-0.065,39.892,37.000,Castellon/Castello,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,29.175,ug/m3,Traffic,Urban,-15.564,27.764,17.000,Las Palmas,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,17.827,ug/m3,Industrial,Rural,-8.670,42.405,40.000,Pontevedra,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,16.444,ug/m3,Traffic,Urban,-0.026,39.989,18.000,Castellon/Castello,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,19.724,ug/m3,Traffic,Urban,-3.689,41.666,801.000,Burgos,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,17.877,ug/m3,Traffic,Urban,-8.657,42.422,15.000,Pontevedra,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,15.247,ug/m3,Industrial,Urban,-9.186,42.954,38.000,A Coruna,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,25.872,ug/m3,Traffic,Urban,-3.542,40.431,594.000,Madrid,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,25.860,ug/m3,Industrial,Urban,-13.854,28.503,15.000,Las Palmas,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,19.766,ug/m3,Industrial,Urban,-16.362,28.377,24.000,Santa Cruz de Tenerife,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,17.929,ug/m3,Background,Urban,-4.064,43.346,20.000,Cantabria,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,22.854,ug/m3,Industrial,Urban,-16.270,28.459,104.000,Santa Cruz de Tenerife,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,23.529,ug/m3,Background,Urban,-4.063,43.264,88.000,Cantabria,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,20.312,ug/m3,Background,Urban,-0.894,41.635,220.000,Zaragoza,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,15.064,ug/m3,Industrial,Rural,0.913,41.010,60.000,Tarragona,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,15.903,ug/m3,Traffic,Urban,-1.640,42.812,455.000,Navarra,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,23.716,ug/m3,Industrial,Suburban,-1.232,37.974,80.000,Murcia,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,15.254,ug/m3,Industrial,Rural,-1.810,42.307,460.000,Navarra,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,11.045,ug/m3,Industrial,Suburban,-0.266,39.634,3.000,Valencia,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,18.507,ug/m3,Background,Urban,-2.902,43.255,76.000,Bizkaia,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,17.405,ug/m3,Traffic,Urban,-2.681,42.855,517.000,Araba/Alava,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,22.626,ug/m3,Background,Urban,2.248,41.451,6.000,Barcelona,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,26.445,ug/m3,Traffic,Urban,2.152,41.400,61.000,Barcelona,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,11.022,ug/m3,Background,Rural,-1.101,39.083,855.000,Valencia,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,16.059,ug/m3,Traffic,Urban,-0.447,39.481,41.000,Valencia,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,18.882,ug/m3,Traffic,Urban,-4.043,43.367,18.000,Cantabria,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,14.265,ug/m3,Traffic,Urban,-2.078,43.131,90.000,Gipuzkoa,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,18.177,ug/m3,Background,Suburban,-0.279,39.685,54.000,Valencia,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,15.083,ug/m3,Background,Rural,-3.551,37.237,1258.000,Granada,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,9.405,ug/m3,Industrial,Rural,-7.738,43.533,590.000,Lugo,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,12.984,ug/m3,Industrial,Urban,-16.272,28.457,119.000,Santa Cruz de Tenerife,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,15.256,ug/m3,Traffic,Urban,-4.741,41.630,683.000,Valladolid,BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,22.386,ug/m3,Traffic,Urban,-3.690,40.440,676.000,Madrid,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,28.112,ug/m3,Traffic,Urban,-4.014,40.634,873.000,Madrid,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,30.430,ug/m3,Traffic,Urban,-5.920,43.551,6.000,Asturias,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,32.964,ug/m3,Traffic,Urban,-5.699,43.539,19.000,Asturias,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,23.379,ug/m3,Industrial,Urban,-15.415,28.026,115.000,Las Palmas,RAZONABLEMENTE BUENA
pm10,Particulate matter < 10 µm (aerosol),Annual mean / 1 calendar year,2014-01-01,20.653,ug/m3,Background,Urban,-5.873,43.373,276.000,Asturias,RAZONABLEMENTE BUENA
