Province;Periodo;Respiratory_diseases_total;Life_expectancy_total
Valladolid;2016-01-01;510,000;84,180
Valladolid;2017-01-01;586,000;83,960
Valladolid;2018-01-01;602,000;84,280
Valladolid;2019-01-01;501,000;84,620
Valladolid;2020-01-01;498,000;82,920
Valladolid;2021-01-01;359,000;83,960
Valladolid;2022-01-01;484,000;84,090
Valladolid;2023-01-01;580,000;84,720
Zamora;1975-01-01;;73,810
Zamora;1976-01-01;;74,530
Zamora;1977-01-01;;74,140
Zamora;1978-01-01;;74,540
Zamora;1979-01-01;;75,550
Zamora;1980-01-01;199,000;76,540
Zamora;1981-01-01;280,000;76,070
Zamora;1982-01-01;228,000;76,440
Zamora;1983-01-01;234,000;76,340
Zamora;1984-01-01;192,000;76,390
Zamora;1985-01-01;247,000;77,050
Zamora;1986-01-01;208,000;77,140
Zamora;1987-01-01;177,000;77,940
Zamora;1988-01-01;219,000;78,210
Zamora;1989-01-01;251,000;78,340
Zamora;1990-01-01;258,000;77,990
Zamora;1991-01-01;232,000;78,220
Zamora;1992-01-01;275,000;78,250
Zamora;1993-01-01;224,000;79,520
Zamora;1994-01-01;217,000;79,230
Zamora;1995-01-01;253,000;79,270
Zamora;1996-01-01;270,000;80,400
Zamora;1997-01-01;247,000;80,720
Zamora;1998-01-01;272,000;80,440
Zamora;1999-01-01;352,000;79,930
Zamora;2000-01-01;277,000;81,580
Zamora;2001-01-01;229,000;81,500
Zamora;2002-01-01;265,000;80,650
Zamora;2003-01-01;282,000;80,440
Zamora;2004-01-01;259,000;82,190
Zamora;2005-01-01;347,000;81,670
Zamora;2006-01-01;244,000;82,060
Zamora;2007-01-01;289,000;82,490
Zamora;2008-01-01;293,000;82,540
Zamora;2009-01-01;275,000;82,970
Zamora;2010-01-01;248,000;83,450
Zamora;2011-01-01;275,000;83,380
Zamora;2012-01-01;325,000;83,220
Zamora;2013-01-01;316,000;83,270
Zamora;2014-01-01;315,000;83,410
Zamora;2015-01-01;367,000;83,610
Zamora;2016-01-01;382,000;83,230
Zamora;2017-01-01;358,000;83,060
Zamora;2018-01-01;314,000;83,150
Zamora;2019-01-01;322,000;83,420
Zamora;2020-01-01;277,000;82,900
Zamora;2021-01-01;182,000;84,150
Zamora;2022-01-01;256,000;83,620
Zamora;2023-01-01;278,000;85,150
Zaragoza;1975-01-01;;73,910
Zaragoza;1976-01-01;;74,490
Zaragoza;1977-01-01;;74,990
Zaragoza;1978-01-01;;75,040
Zaragoza;1979-01-01;;75,370
Zaragoza;1980-01-01;747,000;75,940
Zaragoza;1981-01-01;855,000;76,120
Zaragoza;1982-01-01;757,000;76,590
Zaragoza;1983-01-01;852,000;76,830
Zaragoza;1984-01-01;848,000;76,660
Zaragoza;1985-01-01;883,000;76,480
Zaragoza;1986-01-01;927,000;77,160
Zaragoza;1987-01-01;642,000;77,220
Zaragoza;1988-01-01;661,000;77,390
Zaragoza;1989-01-01;696,000;77,060
Zaragoza;1990-01-01;841,000;77,220
Zaragoza;1991-01-01;874,000;77,750
Zaragoza;1992-01-01;781,000;78,440
Zaragoza;1993-01-01;770,000;78,130
Zaragoza;1994-01-01;789,000;78,690
Zaragoza;1995-01-01;857,000;78,600
Zaragoza;1996-01-01;772,000;78,850
Zaragoza;1997-01-01;844,000;79,040
Zaragoza;1998-01-01;902,000;79,370
Zaragoza;1999-01-01;1179,000;79,010
Zaragoza;2000-01-01;973,000;79,680
Zaragoza;2001-01-01;868,000;80,040
Zaragoza;2002-01-01;950,000;80,220
Zaragoza;2003-01-01;1050,000;79,940
Zaragoza;2004-01-01;963,000;80,160
Zaragoza;2005-01-01;1081,000;80,390
Zaragoza;2006-01-01;816,000;81,270
Zaragoza;2007-01-01;924,000;81,080
Zaragoza;2008-01-01;924,000;81,550
Zaragoza;2009-01-01;964,000;81,860
Zaragoza;2010-01-01;920,000;82,130
Zaragoza;2011-01-01;917,000;82,180
Zaragoza;2012-01-01;1077,000;82,550
Zaragoza;2013-01-01;873,000;82,980
Zaragoza;2014-01-01;937,000;82,710
Zaragoza;2015-01-01;1099,000;82,690
Zaragoza;2016-01-01;951,000;83,350
Zaragoza;2017-01-01;1138,000;83,160
Zaragoza;2018-01-01;1131,000;83,430
Zaragoza;2019-01-01;1008,000;83,780
Zaragoza;2020-01-01;984,000;82,220
Zaragoza;2021-01-01;767,000;83,080
Zaragoza;2022-01-01;894,000;83,070
Zaragoza;2023-01-01;730,000;83,970
