Causa de muerte;Sexo;Provincias;Periodo;Total
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;1982;409
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;1981;412
062-067  X.Enfermedades del sistema respiratorio;Total;31 Navarra;1980;457
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;2023;555
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;2022;491
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;2021;406
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;2020;524
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;2019;571
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;2018;662
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;2017;680
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;2016;555
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;2015;598
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;2014;516
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;2013;492
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;2012;590
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;2011;557
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;2010;585
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;2009;593
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;2008;599
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;2007;635
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;2006;541
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;2005;663
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;2004;550
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;2003;640
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;2002;614
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;2001;532
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;2000;622
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;1999;628
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;1998;557
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;1997;564
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;1996;502
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;1995;556
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;1994;458
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;1993;476
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;1992;411
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;1991;459
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;1990;479
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;1989;420
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;1988;438
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;1987;383
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;1986;408
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;1985;468
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;1984;419
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;1983;413
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;1982;350
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;1981;414
062-067  X.Enfermedades del sistema respiratorio;Total;32 Ourense;1980;432
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;2023;243
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;2022;198
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;2021;155
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;2020;215
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;2019;279
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;2018;322
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;2017;293
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;2016;296
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;2015;261
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;2014;234
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;2013;211
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;2012;255
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;2011;206
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;2010;192
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;2009;191
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;2008;216
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;2007;243
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;2006;192
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;2005;287
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;2004;199
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;2003;217
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;2002;215
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;2001;212
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;2000;253
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;1999;254
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;1998;225
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;1997;206
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;1996;202
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;1995;195
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;1994;167
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;1993;223
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;1992;213
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;1991;204
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;1990;218
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;1989;213
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;1988;201
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;1987;166
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;1986;192
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;1985;207
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;1984;175
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;1983;226
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;1982;181
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;1981;205
062-067  X.Enfermedades del sistema respiratorio;Total;34 Palencia;1980;153
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;2023;1.088
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;2022;1.056
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;2021;927
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;2020;928
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;2019;1.070
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;2018;990
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;2017;878
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;2016;860
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;2015;874
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;2014;738
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;2013;712
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;2012;657
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;2011;554
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;2010;497
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;2009;543
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;2008;632
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;2007;552
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;2006;598
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;2005;593
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;2004;493
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;2003;481
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;2002;564
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;2001;557
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;2000;568
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;1999;661
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;1998;573
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;1997;458
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;1996;461
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;1995;411
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;1994;369
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;1993;477
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;1992;448
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;1991;399
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;1990;503
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;1989;472
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;1988;419
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;1987;388
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;1986;290
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;1985;371
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;1984;285
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;1983;341
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;1982;298
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;1981;266
062-067  X.Enfermedades del sistema respiratorio;Total;35 Palmas, Las;1980;279
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;2023;1.124
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;2022;1.050
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;2021;800
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;2020;893
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;2019;1.071
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;2018;1.279
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;2017;1.166
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;2016;1.033
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;2015;1.151
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;2014;959
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;2013;899
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;2012;1.005
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;2011;961
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;2010;929
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;2009;1.061
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;2008;1.006
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;2007;1.024
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;2006;969
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;2005;997
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;2004;936
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;2003;1.090
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;2002;1.045
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;2001;917
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;2000;1.074
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;1999;1.088
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;1998;902
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;1997;806
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;1996;824
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;1995;842
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;1994;741
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;1993;701
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;1992;723
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;1991;752
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;1990;725
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;1989;633
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;1988;615
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;1987;500
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;1986;617
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;1985;656
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;1984;555
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;1983;661
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;1982;554
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;1981;594
062-067  X.Enfermedades del sistema respiratorio;Total;36 Pontevedra;1980;622
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;2023;283
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;2022;320
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;2021;284
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;2020;262
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;2019;312
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;2018;365
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;2017;329
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;2016;285
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;2015;286
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;2014;278
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;2013;261
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;2012;282
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;2011;255
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;2010;231
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;2009;278
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;2008;324
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;2007;275
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;2006;272
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;2005;341
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;2004;258
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;2003;304
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;2002;305
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;2001;268
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;2000;293
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;1999;353
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;1998;251
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;1997;253
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;1996;249
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;1995;227
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;1994;216
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;1993;246
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;1992;234
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;1991;259
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;1990;282
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;1989;226
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;1988;197
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;1987;199
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;1986;206
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;1985;276
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;1984;216
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;1983;214
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;1982;218
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;1981;275
062-067  X.Enfermedades del sistema respiratorio;Total;26 Rioja, La;1980;249
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;2023;358
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;2022;398
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;2021;283
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;2020;402
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;2019;541
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;2018;568
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;2017;537
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;2016;464
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;2015;518
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;2014;390
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;2013;437
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;2012;483
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;2011;443
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;2010;413
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;2009;382
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;2008;386
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;2007;365
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;2006;376
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;2005;448
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;2004;411
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;2003;433
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;2002;417
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;2001;342
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;2000;393
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;1999;455
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;1998;437
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;1997;382
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;1996;405
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;1995;345
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;1994;345
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;1993;333
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;1992;340
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;1991;358
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;1990;417
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;1989;327
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;1988;332
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;1987;312
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;1986;335
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;1985;346
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;1984;276
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;1983;355
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;1982;268
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;1981;253
062-067  X.Enfermedades del sistema respiratorio;Total;37 Salamanca;1980;250
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;2023;1.097
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;2022;1.106
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;2021;961
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;2020;997
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;2019;1.170
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;2018;1.302
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;2017;1.132
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;2016;1.065
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;2015;1.080
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;2014;950
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;2013;832
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;2012;822
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;2011;748
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;2010;609
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;2009;702
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;2008;633
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;2007;628
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;2006;607
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;2005;598
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;2004;531
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;2003;520
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;2002;570
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;2001;613
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;2000;665
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;1999;688
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;1998;644
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;1997;509
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;1996;484
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;1995;367
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;1994;457
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;1993;505
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;1992;447
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;1991;444
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;1990;467
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;1989;433
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;1988;389
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;1987;399
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;1986;344
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;1985;378
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;1984;329
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;1983;356
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;1982;309
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;1981;354
062-067  X.Enfermedades del sistema respiratorio;Total;38 Santa Cruz de Tenerife;1980;303
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;2023;165
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;2022;175
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;2021;132
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;2020;184
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;2019;225
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;2018;244
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;2017;217
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;2016;210
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;2015;224
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;2014;208
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;2013;199
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;2012;231
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;2011;208
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;2010;192
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;2009;200
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;2008;176
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;2007;189
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;2006;157
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;2005;221
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;2004;173
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;2003;199
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;2002;174
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;2001;152
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;2000;169
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;1999;218
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;1998;157
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;1997;145
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;1996;166
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;1995;133
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;1994;139
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;1993;154
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;1992;151
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;1991;134
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;1990;163
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;1989;132
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;1988;113
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;1987;110
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;1986;114
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;1985;139
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;1984;119
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;1983;127
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;1982;107
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;1981;137
062-067  X.Enfermedades del sistema respiratorio;Total;40 Segovia;1980;124
062-067  X.Enfermedades del sistema respiratorio;Total;41 Sevilla;2023;1.725
